Row Number,Fold,Season,Outcome
1448,4,2022,1
1449,4,2022,-1
1450,4,2022,1
1451,4,2022,1
1452,4,2022,1
1453,4,2022,1
1454,4,2022,-1
1455,4,2022,1
1456,4,2022,1
1457,4,2022,-1
1458,4,2022,1
1459,4,2022,0
1460,4,2022,1
1461,4,2022,0
1462,4,2022,1
1463,4,2022,1
1464,4,2022,-1
1465,4,2022,1
1466,4,2022,-1
1467,4,2022,-1
1468,4,2022,-1
1469,4,2022,1
1470,4,2022,-1
1471,4,2022,-1
1472,4,2022,0
1473,4,2022,0
1474,4,2022,0
1475,4,2022,1
1476,4,2022,1
1477,4,2022,1
1478,4,2022,1
1479,4,2022,0
1480,4,2022,0
1481,4,2022,1
1482,4,2022,1
1483,4,2022,1
1484,4,2022,1
1485,4,2022,0
1486,4,2022,0
1487,4,2022,1
1488,4,2022,-1
1489,4,2022,1
1490,4,2022,1
1491,4,2022,0
